Codigo;Periodo;Nome;Afluencia;Retirada
1;1; CAMARGOS     ;101;0.6
1;2; CAMARGOS     ;101;0.6
1;3; CAMARGOS     ;101;0.6
1;4; CAMARGOS     ;101;0.6
1;5; CAMARGOS     ;101;0.6
1;6; CAMARGOS     ;101;0.6
1;7; CAMARGOS     ;101;0.6
1;8; CAMARGOS     ;101;0.6
1;9; CAMARGOS     ;101;0.6
1;10; CAMARGOS     ;101;0.6
1;11; CAMARGOS     ;101;0.6
1;12; CAMARGOS     ;101;0.6
1;13; CAMARGOS     ;101;0.6
1;14; CAMARGOS     ;101;0.6
1;15; CAMARGOS     ;101;0.6
1;16; CAMARGOS     ;101;0.6
1;17; CAMARGOS     ;101;0.6
1;18; CAMARGOS     ;101;0.6
1;19; CAMARGOS     ;101;0.6
1;20; CAMARGOS     ;101;0.6
1;21; CAMARGOS     ;101;0.6
1;22; CAMARGOS     ;101;0.6
1;23; CAMARGOS     ;101;0.6
1;24; CAMARGOS     ;101;0.6
1;25; CAMARGOS     ;101;0.6
1;26; CAMARGOS     ;101;0.6
1;27; CAMARGOS     ;101;0.6
1;28; CAMARGOS     ;101;0.6
1;29; CAMARGOS     ;101;0.6
1;30; CAMARGOS     ;101;0.6
1;31; CAMARGOS     ;101;0.6
1;32; CAMARGOS     ;101;0.6
1;33; CAMARGOS     ;101;0.6
1;34; CAMARGOS     ;101;0.6
1;35; CAMARGOS     ;101;0.6
1;36; CAMARGOS     ;101;0.6
1;37; CAMARGOS     ;101;0.6
1;38; CAMARGOS     ;101;0.6
1;39; CAMARGOS     ;101;0.6
1;40; CAMARGOS     ;101;0.6
1;41; CAMARGOS     ;101;0.6
1;42; CAMARGOS     ;101;0.6
1;43; CAMARGOS     ;101;0.6
1;44; CAMARGOS     ;101;0.6
1;45; CAMARGOS     ;101;0.6
1;46; CAMARGOS     ;101;0.6
1;47; CAMARGOS     ;101;0.6
1;48; CAMARGOS     ;101;0.6
1;49; CAMARGOS     ;96;0.6
1;50; CAMARGOS     ;96;0.6
1;51; CAMARGOS     ;96;0.6
1;52; CAMARGOS     ;96;0.6
1;53; CAMARGOS     ;96;0.6
1;54; CAMARGOS     ;91;0.6
1;55; CAMARGOS     ;91;0.6
1;56; CAMARGOS     ;91;0.6
1;57; CAMARGOS     ;91;0.6
1;58; CAMARGOS     ;91;0.6
1;59; CAMARGOS     ;88;0.6
1;60; CAMARGOS     ;88;0.6
1;61; CAMARGOS     ;88;0.6
1;62; CAMARGOS     ;88;0.6
1;63; CAMARGOS     ;88;0.6
1;64; CAMARGOS     ;85;0.6
1;65; CAMARGOS     ;85;0.6
2;1; ITUTINGA     ;0;0
2;2; ITUTINGA     ;0;0
2;3; ITUTINGA     ;0;0
2;4; ITUTINGA     ;0;0
2;5; ITUTINGA     ;0;0
2;6; ITUTINGA     ;0;0
2;7; ITUTINGA     ;0;0
2;8; ITUTINGA     ;0;0
2;9; ITUTINGA     ;0;0
2;10; ITUTINGA     ;0;0
2;11; ITUTINGA     ;0;0
2;12; ITUTINGA     ;0;0
2;13; ITUTINGA     ;0;0
2;14; ITUTINGA     ;0;0
2;15; ITUTINGA     ;0;0
2;16; ITUTINGA     ;0;0
2;17; ITUTINGA     ;0;0
2;18; ITUTINGA     ;0;0
2;19; ITUTINGA     ;0;0
2;20; ITUTINGA     ;0;0
2;21; ITUTINGA     ;0;0
2;22; ITUTINGA     ;0;0
2;23; ITUTINGA     ;0;0
2;24; ITUTINGA     ;0;0
2;25; ITUTINGA     ;0;0
2;26; ITUTINGA     ;0;0
2;27; ITUTINGA     ;0;0
2;28; ITUTINGA     ;0;0
2;29; ITUTINGA     ;0;0
2;30; ITUTINGA     ;0;0
2;31; ITUTINGA     ;0;0
2;32; ITUTINGA     ;0;0
2;33; ITUTINGA     ;0;0
2;34; ITUTINGA     ;0;0
2;35; ITUTINGA     ;0;0
2;36; ITUTINGA     ;0;0
2;37; ITUTINGA     ;0;0
2;38; ITUTINGA     ;0;0
2;39; ITUTINGA     ;0;0
2;40; ITUTINGA     ;0;0
2;41; ITUTINGA     ;0;0
2;42; ITUTINGA     ;0;0
2;43; ITUTINGA     ;0;0
2;44; ITUTINGA     ;0;0
2;45; ITUTINGA     ;0;0
2;46; ITUTINGA     ;0;0
2;47; ITUTINGA     ;0;0
2;48; ITUTINGA     ;0;0
2;49; ITUTINGA     ;0;0
2;50; ITUTINGA     ;0;0
2;51; ITUTINGA     ;0;0
2;52; ITUTINGA     ;0;0
2;53; ITUTINGA     ;0;0
2;54; ITUTINGA     ;0;0
2;55; ITUTINGA     ;0;0
2;56; ITUTINGA     ;0;0
2;57; ITUTINGA     ;0;0
2;58; ITUTINGA     ;0;0
2;59; ITUTINGA     ;0;0
2;60; ITUTINGA     ;0;0
2;61; ITUTINGA     ;0;0
2;62; ITUTINGA     ;0;0
2;63; ITUTINGA     ;0;0
2;64; ITUTINGA     ;0;0
2;65; ITUTINGA     ;0;0
4;1; FUNIL-GRANDE ;178;3.8
4;2; FUNIL-GRANDE ;178;3.8
4;3; FUNIL-GRANDE ;178;3.8
4;4; FUNIL-GRANDE ;178;3.8
4;5; FUNIL-GRANDE ;178;3.8
4;6; FUNIL-GRANDE ;178;3.8
4;7; FUNIL-GRANDE ;178;3.8
4;8; FUNIL-GRANDE ;178;3.8
4;9; FUNIL-GRANDE ;178;3.8
4;10; FUNIL-GRANDE ;178;3.8
4;11; FUNIL-GRANDE ;178;3.8
4;12; FUNIL-GRANDE ;178;3.8
4;13; FUNIL-GRANDE ;178;3.8
4;14; FUNIL-GRANDE ;178;3.8
4;15; FUNIL-GRANDE ;178;3.8
4;16; FUNIL-GRANDE ;178;3.8
4;17; FUNIL-GRANDE ;178;3.8
